Provincia,Comune,DataEN,Parametro,Risultato,LAT_WGS84,LON_WGS84,Matrice
TS,Duino-Aurisina,10/22/2014 12:00:00 AM,Conducibilità elettrica a 20°C,438,45.78741,13.59086,RW-Corsi dacqua
UD,Tarcento,01/17/2011 12:00:00 AM,Conducibilità elettrica a 20°C,285,46.22915,13.22109,RW-Corsi dacqua
PN,Pordenone,09/03/2018 12:00:00 AM,pH,8.4,45.99792,12.62574,RW-Corsi dacqua
TS,San Dorligo della Valle - Dolina,06/24/2014 12:00:00 AM,pH,7.7,45.61509,13.88149,RW-Corsi dacqua
UD,Pocenia,01/07/2015 12:00:00 AM,Fosfati,0.05,45.84737,13.09381,RW-Corsi dacqua
UD,Povoletto,08/17/2017 12:00:00 AM,Conducibilità elettrica a 20°C,263,46.17842,13.25956,RW-Corsi dacqua
UD,Forni Avoltri,08/27/2009 12:00:00 AM,pH,8.2,46.59172,12.77511,RW-Corsi dacqua
UD,San Pietro al Natisone,08/13/2009 12:00:00 AM,Temperatura acqua,19,46.12388,13.48174,RW-Corsi dacqua
UD,San Daniele del Friuli,05/03/2010 12:00:00 AM,Fosfati,0.029,46.2099,13.02744,RW-Corsi dacqua
PN,Polcenigo,08/09/2018 12:00:00 AM,pH,8.1,46.01217,12.4888,RW-Corsi dacqua
UD,Buja,12/18/2019 12:00:00 AM,pH,7.8,46.20791,13.0891,RW-Corsi dacqua
UD,Trasaghis,11/23/2017 12:00:00 AM,pH,8.1,46.33162,13.0775,LW-Laghi e invasi
PN,Brugnera,04/13/2010 12:00:00 AM,Temperatura acqua,12,45.9229,12.57857,RW-Corsi dacqua
PN,Cordovado,05/29/2012 12:00:00 AM,pH,7.5,45.8346,12.88365,RW-Corsi dacqua
UD,Tarvisio,08/24/2009 12:00:00 AM,Conducibilità elettrica a 20°C,335,46.52571,13.62897,RW-Corsi dacqua
UD,Latisana,01/16/2012 12:00:00 AM,Temperatura acqua,8.3,45.77247,12.99656,RW-Corsi dacqua
UD,Tarvisio,05/18/2017 12:00:00 AM,Fosfati,0.061,46.42042,13.56553,LW-Laghi e invasi
UD,Pulfero,02/02/2016 12:00:00 AM,Temperatura acqua,8.2,46.20189,13.46946,RW-Corsi dacqua
PN,Cordenons,04/07/2010 12:00:00 AM,Fosfati,0.18,45.97775,12.70505,RW-Corsi dacqua
PN,Erto e Casso,03/10/2010 12:00:00 AM,Conducibilità elettrica a 20°C,228,46.27603,12.3783,RW-Corsi dacqua
UD,Codroipo,01/18/2010 12:00:00 AM,Temperatura acqua,6.9,45.94387,12.99152,RW-Corsi dacqua
UD,Bertiolo,04/08/2008 12:00:00 AM,Temperatura acqua,12.3,45.90231,13.05159,RW-Corsi dacqua
UD,Forni di Sopra,07/24/2019 12:00:00 AM,Conducibilità elettrica a 20°C,977,46.42258,12.57623,RW-Corsi dacqua
PN,Cimolais,08/10/2010 12:00:00 AM,Fosfati,0.2,46.35029,12.46789,RW-Corsi dacqua
UD,Cercivento,07/15/2013 12:00:00 AM,Temperatura acqua,19.4,46.5277,12.96825,RW-Corsi dacqua
PN,San Vito al Tagliamento,05/24/2012 12:00:00 AM,Temperatura acqua,15,45.88464,12.83184,RW-Corsi dacqua
UD,Villa Santina,01/22/2015 12:00:00 AM,pH,7.9,46.40475,12.94546,RW-Corsi dacqua
UD,Paluzza,04/11/2018 12:00:00 AM,pH,7.7,46.56851,13.00549,RW-Corsi dacqua
PN,Caneva,03/08/2012 12:00:00 AM,Temperatura acqua,7.4,45.94758,12.4467,RW-Corsi dacqua
PN,Zoppola,04/17/2018 12:00:00 AM,pH,7.7,45.96505,12.73086,RW-Corsi dacqua
UD,Bertiolo,07/30/2013 12:00:00 AM,Temperatura acqua,15.1,45.90231,13.05159,RW-Corsi dacqua
UD,Verzegnis,09/01/2011 12:00:00 AM,Conducibilità elettrica a 20°C,448,46.38243,13.01713,RW-Corsi dacqua
PN,Tramonti di Sopra,04/20/2016 12:00:00 AM,pH,8.3,46.24579,12.7472,LW-Laghi e invasi
UD,Codroipo,05/10/2018 12:00:00 AM,pH,8.3,45.99966,13.02479,RW-Corsi dacqua
TS,San Dorligo della Valle - Dolina,09/09/2008 12:00:00 AM,Fosfati,0.169,45.61085,13.8568,RW-Corsi dacqua
PN,Chions,03/03/2015 12:00:00 AM,Fosfati,0.05,45.88734,12.80363,RW-Corsi dacqua
TS,Duino-Aurisina,08/13/2007 12:00:00 AM,Fosfati,0.052,45.78741,13.59086,RW-Corsi dacqua
PN,Castelnovo del Friuli,10/12/2010 12:00:00 AM,Conducibilità elettrica a 20°C,526,46.18259,12.90909,RW-Corsi dacqua
UD,Terzo d'Aquileia,06/03/2015 12:00:00 AM,Conducibilità elettrica a 20°C,427,45.79757,13.3517,RW-Corsi dacqua
UD,Chiusaforte,07/30/2019 12:00:00 AM,Fosfati,0.05,46.40237,13.36852,RW-Corsi dacqua
GO,Gradisca d'Isonzo,09/12/2016 12:00:00 AM,pH,8.4,45.88164,13.49833,RW-Corsi dacqua
UD,Majano,09/06/2011 12:00:00 AM,Fosfati,0.399,46.16432,13.08392,RW-Corsi dacqua
UD,Forni di Sopra,12/09/2019 12:00:00 AM,Fosfati,0.05,46.42258,12.57623,RW-Corsi dacqua
UD,Tarvisio,08/06/2013 12:00:00 AM,Temperatura acqua,17.2,46.48161,13.67274,LW-Laghi e invasi
TS,Muggia,06/29/2016 12:00:00 AM,pH,8,45.58752,13.81634,RW-Corsi dacqua
UD,Cividale del Friuli,04/30/2013 12:00:00 AM,Conducibilità elettrica a 20°C,377,46.0554,13.46157,RW-Corsi dacqua
UD,Malborghetto Valbruna,07/25/2019 12:00:00 AM,pH,8.5,46.50858,13.43507,RW-Corsi dacqua
UD,Buja,01/27/2011 12:00:00 AM,Fosfati,0.042,46.22818,13.10884,RW-Corsi dacqua
UD,Amaro,06/16/2009 12:00:00 AM,Conducibilità elettrica a 20°C,275,46.38874,13.13748,RW-Corsi dacqua
PN,San Vito al Tagliamento,03/21/2011 12:00:00 AM,pH,7.8,45.91308,12.80721,RW-Corsi dacqua
UD,Ampezzo,08/13/2009 12:00:00 AM,Conducibilità elettrica a 20°C,461,46.37383,12.77979,RW-Corsi dacqua
UD,Bertiolo,10/24/2017 12:00:00 AM,pH,7.7,45.93108,13.0759,RW-Corsi dacqua
PN,Montereale Valcellina,11/02/2015 12:00:00 AM,Conducibilità elettrica a 20°C,256,46.1378,12.63053,RW-Corsi dacqua
UD,Pontebba,04/10/2014 12:00:00 AM,Conducibilità elettrica a 20°C,266,46.50523,13.36626,RW-Corsi dacqua
UD,Paularo,08/21/2014 12:00:00 AM,Conducibilità elettrica a 20°C,1244,46.52713,13.12119,RW-Corsi dacqua
GO,Gorizia,05/28/2012 12:00:00 AM,pH,8,45.91271,13.56315,RW-Corsi dacqua
UD,Artegna,06/21/2012 12:00:00 AM,Fosfati,0.09,46.23492,13.12354,RW-Corsi dacqua
UD,Artegna,09/12/2011 12:00:00 AM,Fosfati,0.135,46.23492,13.12354,RW-Corsi dacqua
UD,Nimis,12/27/2012 12:00:00 AM,Temperatura acqua,9.6,46.21735,13.31774,RW-Corsi dacqua
UD,Venzone,12/18/2014 12:00:00 AM,pH,8.3,46.3349,13.14581,RW-Corsi dacqua
UD,Paluzza,06/18/2009 12:00:00 AM,Fosfati,0.061,46.5855,12.9958,RW-Corsi dacqua
PN,Prata di Pordenone,03/20/2017 12:00:00 AM,pH,7.9,45.84069,12.5688,RW-Corsi dacqua
PN,Clauzetto,10/13/2010 12:00:00 AM,pH,8.6,46.25117,12.88322,RW-Corsi dacqua
PN,Sacile,06/24/2015 12:00:00 AM,Conducibilità elettrica a 20°C,289,45.94056,12.50017,RW-Corsi dacqua
UD,Taipana,11/26/2013 12:00:00 AM,Fosfati,0.05,46.23996,13.40766,RW-Corsi dacqua
UD,Villa Santina,10/20/2010 12:00:00 AM,Fosfati,6.7,46.41481,12.90662,RW-Corsi dacqua
UD,Udine,07/18/2019 12:00:00 AM,pH,8.2,46.07227,13.22547,RW-Corsi dacqua
UD,Tarvisio,07/11/2013 12:00:00 AM,Fosfati,0.05,46.52571,13.62897,RW-Corsi dacqua
TS,Duino-Aurisina,04/06/2010 12:00:00 AM,Conducibilità elettrica a 20°C,415,45.78741,13.59086,RW-Corsi dacqua
UD,Artegna,10/22/2012 12:00:00 AM,pH,7.9,46.23492,13.12354,RW-Corsi dacqua
UD,San Leonardo,08/06/2009 12:00:00 AM,Conducibilità elettrica a 20°C,300,46.11871,13.52093,RW-Corsi dacqua
UD,Paularo,09/05/2012 12:00:00 AM,Temperatura acqua,12,46.5768,13.11085,RW-Corsi dacqua
UD,Tarvisio,09/10/2013 12:00:00 AM,Fosfati,0.05,46.4573,13.57351,RW-Corsi dacqua
PN,Clauzetto,03/26/2014 12:00:00 AM,pH,8.3,46.25117,12.88322,RW-Corsi dacqua
UD,Tarvisio,02/02/2011 12:00:00 AM,Fosfati,0.015,46.4573,13.57351,RW-Corsi dacqua
UD,Varmo,09/05/2013 12:00:00 AM,Conducibilità elettrica a 20°C,476,45.88253,12.97478,RW-Corsi dacqua
TS,San Dorligo della Valle - Dolina,01/16/2013 12:00:00 AM,Temperatura acqua,9,45.61085,13.8568,RW-Corsi dacqua
UD,Fiumicello,10/02/2013 12:00:00 AM,Temperatura acqua,11.5,45.80293,13.43118,RW-Corsi dacqua
UD,Bordano,11/04/2019 12:00:00 AM,pH,8.2,46.31529,13.12074,RW-Corsi dacqua
UD,Paluzza,04/29/2008 12:00:00 AM,pH,8.3,46.5855,12.9958,RW-Corsi dacqua
UD,Tarvisio,11/27/2014 12:00:00 AM,Conducibilità elettrica a 20°C,240,46.47608,13.66806,LW-Laghi e invasi
GO,Dolegna del Collio,01/30/2013 12:00:00 AM,Fosfati,0.05,46.02317,13.47338,RW-Corsi dacqua
PN,Barcis,12/14/2015 12:00:00 AM,pH,8.1,46.19556,12.48565,RW-Corsi dacqua
UD,Tarcento,01/17/2011 12:00:00 AM,Temperatura acqua,7.2,46.20229,13.22927,RW-Corsi dacqua
PN,Prata di Pordenone,01/23/2013 12:00:00 AM,Conducibilità elettrica a 20°C,470,45.85273,12.5518,RW-Corsi dacqua
UD,Forni Avoltri,02/21/2012 12:00:00 AM,Conducibilità elettrica a 20°C,1102,46.60623,12.77878,RW-Corsi dacqua
UD,Cervignano del Friuli,04/02/2015 12:00:00 AM,Fosfati,0.05,45.83021,13.3404,RW-Corsi dacqua
PN,Caneva,07/15/2014 12:00:00 AM,Fosfati,0.05,46.01109,12.47573,RW-Corsi dacqua
PN,Maniago,05/14/2012 12:00:00 AM,Fosfati,0.2,46.17868,12.71005,RW-Corsi dacqua
UD,Trasaghis,10/03/2013 12:00:00 AM,Fosfati,0.153,46.33162,13.0775,LW-Laghi e invasi
PN,Barcis,11/24/2014 12:00:00 AM,Temperatura acqua,9.3,46.18858,12.52984,RW-Corsi dacqua
PN,Azzano Decimo,03/08/2016 12:00:00 AM,pH,7.8,45.87169,12.68966,RW-Corsi dacqua
UD,Forni Avoltri,02/09/2010 12:00:00 AM,Temperatura acqua,1.5,46.61723,12.77942,RW-Corsi dacqua
PN,Sacile,07/03/2013 12:00:00 AM,Temperatura acqua,16.3,45.93979,12.49826,RW-Corsi dacqua
UD,Fiumicello,02/29/2012 12:00:00 AM,Fosfati,0.054,45.77522,13.41847,RW-Corsi dacqua
UD,Cavazzo Carnico,10/04/2016 12:00:00 AM,pH,8.3,46.37348,13.05836,RW-Corsi dacqua
UD,Venzone,05/17/2006 12:00:00 AM,Fosfati,0.061,46.3349,13.14581,RW-Corsi dacqua
UD,Castions di Strada,07/19/2006 12:00:00 AM,pH,7.7,45.86879,13.1655,RW-Corsi dacqua
UD,Cavazzo Carnico,07/30/2019 12:00:00 AM,pH,8.3,46.37348,13.05836,RW-Corsi dacqua
UD,Cividale del Friuli,06/20/2013 12:00:00 AM,Fosfati,0.05,46.11001,13.47484,RW-Corsi dacqua
UD,Cividale del Friuli,02/05/2015 12:00:00 AM,Temperatura acqua,5.7,46.09232,13.43279,RW-Corsi dacqua
UD,Forni di Sopra,04/12/2010 12:00:00 AM,pH,8.1,46.42258,12.57623,RW-Corsi dacqua
GO,Savogna d'Isonzo,01/11/2012 12:00:00 AM,Conducibilità elettrica a 20°C,322,45.88979,13.58755,RW-Corsi dacqua
UD,Cavazzo Carnico,04/12/2010 12:00:00 AM,Fosfati,0.015,46.37348,13.05836,RW-Corsi dacqua
UD,Trasaghis,04/17/2012 12:00:00 AM,Fosfati,0.153,46.33162,13.0775,LW-Laghi e invasi
PN,Vito d'Asio,04/01/2014 12:00:00 AM,Fosfati,0.05,46.3188,12.93743,RW-Corsi dacqua
UD,Faedis,09/24/2013 12:00:00 AM,Fosfati,0.05,46.16501,13.35964,RW-Corsi dacqua
UD,Arta Terme,03/19/2014 12:00:00 AM,Temperatura acqua,12.7,46.46644,13.05863,RW-Corsi dacqua
GO,Villesse,08/03/2012 12:00:00 AM,Conducibilità elettrica a 20°C,237,45.86493,13.46203,RW-Corsi dacqua
UD,Lauco,01/19/2015 12:00:00 AM,pH,8.4,46.44893,12.94969,RW-Corsi dacqua
PN,Sesto al Reghena,12/05/2012 12:00:00 AM,Fosfati,0.107,45.84996,12.86262,RW-Corsi dacqua
UD,Pulfero,11/29/2019 12:00:00 AM,Fosfati,0.05,46.20189,13.46946,RW-Corsi dacqua
UD,Pulfero,02/20/2007 12:00:00 AM,pH,8.3,46.20189,13.46946,RW-Corsi dacqua
PN,Sesto al Reghena,11/27/2014 12:00:00 AM,Temperatura acqua,13.2,45.8403,12.80508,RW-Corsi dacqua
UD,Cividale del Friuli,02/05/2015 12:00:00 AM,pH,8.2,46.09232,13.43279,RW-Corsi dacqua
PN,Sesto al Reghena,02/23/2015 12:00:00 AM,Temperatura acqua,13,45.8651,12.86092,RW-Corsi dacqua
UD,Tarvisio,05/13/2013 12:00:00 AM,Fosfati,0.153,46.47608,13.66806,LW-Laghi e invasi
UD,Moruzzo,12/23/2013 12:00:00 AM,pH,8.2,46.14421,13.14672,RW-Corsi dacqua
UD,Faedis,03/08/2012 12:00:00 AM,Fosfati,0.015,46.15807,13.35563,RW-Corsi dacqua
TS,San Dorligo della Valle - Dolina,04/10/2019 12:00:00 AM,pH,8.3,45.60726,13.82014,RW-Corsi dacqua
UD,Codroipo,03/23/2017 12:00:00 AM,pH,8.1,45.94387,12.99152,RW-Corsi dacqua
TS,San Dorligo della Valle - Dolina,12/13/2010 12:00:00 AM,Conducibilità elettrica a 20°C,505,45.60726,13.82014,RW-Corsi dacqua
PN,San Vito al Tagliamento,02/17/2015 12:00:00 AM,pH,7.7,45.90297,12.84996,RW-Corsi dacqua
PN,Montereale Valcellina,06/12/2013 12:00:00 AM,pH,8.4,46.1378,12.63053,RW-Corsi dacqua
PN,Cimolais,07/04/2011 12:00:00 AM,Conducibilità elettrica a 20°C,163,46.3806,12.51224,RW-Corsi dacqua
UD,Majano,04/24/2013 12:00:00 AM,pH,8.2,46.16432,13.08392,RW-Corsi dacqua
PN,Castelnovo del Friuli,04/18/2019 12:00:00 AM,pH,8.3,46.18259,12.90909,RW-Corsi dacqua
GO,Dolegna del Collio,03/20/2012 12:00:00 AM,Conducibilità elettrica a 20°C,438,46.00092,13.46835,RW-Corsi dacqua
UD,Bordano,04/11/2007 12:00:00 AM,pH,7.9,46.31529,13.12074,RW-Corsi dacqua
UD,Lusevera,03/31/2016 12:00:00 AM,pH,8.2,46.25881,13.25641,RW-Corsi dacqua
PN,Montereale Valcellina,09/20/2012 12:00:00 AM,Conducibilità elettrica a 20°C,219,46.16759,12.65087,LW-Laghi e invasi
GO,Gorizia,05/21/2020 12:00:00 AM,Fosfati,0.025,45.90601,13.55882,RW-Corsi dacqua
PN,Sesto al Reghena,05/17/2010 12:00:00 AM,Temperatura acqua,15.3,45.84996,12.86262,RW-Corsi dacqua
PN,Barcis,09/21/2016 12:00:00 AM,Conducibilità elettrica a 20°C,200,46.18944,12.57321,LW-Laghi e invasi
UD,Socchieve,02/16/2010 12:00:00 AM,Conducibilità elettrica a 20°C,393,46.38537,12.82648,RW-Corsi dacqua
UD,Gemona del Friuli,05/15/2006 12:00:00 AM,pH,8.1,46.24736,13.12549,RW-Corsi dacqua
PN,Cavasso Nuovo,12/14/2009 12:00:00 AM,Fosfati,0.61,46.20538,12.78349,RW-Corsi dacqua
PN,Fontanafredda,03/13/2013 12:00:00 AM,Temperatura acqua,11.7,45.95761,12.55083,RW-Corsi dacqua
PN,San Vito al Tagliamento,01/17/2011 12:00:00 AM,pH,8,45.91607,12.84374,RW-Corsi dacqua
UD,Gemona del Friuli,12/19/2013 12:00:00 AM,Fosfati,0.05,46.25318,13.12426,RW-Corsi dacqua
UD,Trasaghis,12/11/2012 12:00:00 AM,Conducibilità elettrica a 20°C,461,46.26712,13.05247,RW-Corsi dacqua
UD,Ragogna,09/20/2007 12:00:00 AM,pH,8.2,46.17658,12.95722,RW-Corsi dacqua
UD,Fiumicello,09/09/2009 12:00:00 AM,Fosfati,0.0368,45.80293,13.43118,RW-Corsi dacqua
PN,Sesto al Reghena,11/16/2009 12:00:00 AM,pH,8.4,45.84996,12.86262,RW-Corsi dacqua
UD,Ragogna,08/04/2015 12:00:00 AM,Fosfati,0.153,46.17663,13.00322,LW-Laghi e invasi
UD,Cividale del Friuli,05/10/2018 12:00:00 AM,Fosfati,0.05,46.0554,13.46157,RW-Corsi dacqua
UD,Pozzuolo del Friuli,03/05/2015 12:00:00 AM,Temperatura acqua,10.7,45.98878,13.18748,RW-Corsi dacqua
PN,Cimolais,05/10/2011 12:00:00 AM,Conducibilità elettrica a 20°C,185,46.33315,12.47496,RW-Corsi dacqua
UD,Pulfero,02/19/2019 12:00:00 AM,Conducibilità elettrica a 20°C,239,46.20189,13.46946,RW-Corsi dacqua
GO,Capriva del Friuli,11/06/2018 12:00:00 AM,pH,7.9,45.9499,13.51675,RW-Corsi dacqua
UD,Gemona del Friuli,08/08/2007 12:00:00 AM,pH,7.8,46.24736,13.12549,RW-Corsi dacqua
PN,Casarsa della Delizia,01/18/2010 12:00:00 AM,Temperatura acqua,10.4,45.94372,12.85556,RW-Corsi dacqua
PN,Chions,04/10/2013 12:00:00 AM,Fosfati,0.05,45.88149,12.78513,RW-Corsi dacqua
UD,Cavazzo Carnico,12/30/2008 12:00:00 AM,Temperatura acqua,7,46.37348,13.05836,RW-Corsi dacqua
PN,Frisanco,12/04/2014 12:00:00 AM,pH,8,46.26188,12.69275,LW-Laghi e invasi
UD,Bertiolo,05/26/2010 12:00:00 AM,Fosfati,0.037,45.90231,13.05159,RW-Corsi dacqua
PN,Cordovado,09/28/2015 12:00:00 AM,Conducibilità elettrica a 20°C,543,45.8346,12.88365,RW-Corsi dacqua
UD,Tarvisio,06/19/2013 12:00:00 AM,Conducibilità elettrica a 20°C,237,46.48161,13.67274,LW-Laghi e invasi
UD,Ovaro,10/15/2008 12:00:00 AM,pH,7.7,46.49891,12.86351,RW-Corsi dacqua
UD,Moggio Udinese,02/01/2011 12:00:00 AM,Conducibilità elettrica a 20°C,368,46.44513,13.19093,RW-Corsi dacqua
PN,Azzano Decimo,11/29/2016 12:00:00 AM,pH,8.1,45.87163,12.71642,RW-Corsi dacqua
UD,Paluzza,10/11/2006 12:00:00 AM,pH,8.2,46.5855,12.9958,RW-Corsi dacqua
UD,Cercivento,05/18/2011 12:00:00 AM,Conducibilità elettrica a 20°C,77,46.52933,12.9629,RW-Corsi dacqua
UD,Varmo,10/31/2017 12:00:00 AM,pH,8,45.86671,12.98249,RW-Corsi dacqua
UD,Sauris,10/07/2010 12:00:00 AM,pH,8.2,46.46144,12.6696,RW-Corsi dacqua
PN,Fiume Veneto,01/24/2013 12:00:00 AM,Temperatura acqua,11.2,45.92288,12.76761,RW-Corsi dacqua
PN,San Vito al Tagliamento,09/10/2018 12:00:00 AM,pH,8.1,45.88464,12.83184,RW-Corsi dacqua
UD,Dignano,03/05/2014 12:00:00 AM,Temperatura acqua,8.2,46.08548,12.92779,RW-Corsi dacqua
UD,Amaro,05/20/2010 12:00:00 AM,Temperatura acqua,9.3,46.38874,13.13748,RW-Corsi dacqua
UD,Malborghetto Valbruna,09/30/2014 12:00:00 AM,Conducibilità elettrica a 20°C,294,46.50926,13.47132,RW-Corsi dacqua
UD,Bordano,01/22/2008 12:00:00 AM,Temperatura acqua,7.9,46.31529,13.12074,RW-Corsi dacqua
UD,Varmo,05/19/2015 12:00:00 AM,pH,7.9,45.90158,13.02885,RW-Corsi dacqua
UD,Paluzza,07/10/2018 12:00:00 AM,pH,8.3,46.53167,13.02622,RW-Corsi dacqua
PN,Barcis,08/08/2012 12:00:00 AM,Fosfati,0.153,46.18944,12.57321,LW-Laghi e invasi
TS,Duino-Aurisina,04/26/2006 12:00:00 AM,Fosfati,0.015,45.78741,13.59086,RW-Corsi dacqua
PN,Barcis,09/24/2013 12:00:00 AM,Temperatura acqua,13.1,46.18944,12.57321,LW-Laghi e invasi
TS,San Dorligo della Valle - Dolina,04/01/2009 12:00:00 AM,Conducibilità elettrica a 20°C,410,45.61085,13.8568,RW-Corsi dacqua
GO,Dolegna del Collio,04/29/2011 12:00:00 AM,pH,8.1,46.00092,13.46835,RW-Corsi dacqua
UD,Cividale del Friuli,11/15/2006 12:00:00 AM,Temperatura acqua,9,46.09232,13.43279,RW-Corsi dacqua
UD,Malborghetto Valbruna,12/22/2011 12:00:00 AM,Conducibilità elettrica a 20°C,206,46.49667,13.49466,RW-Corsi dacqua
UD,Fiumicello,12/18/2018 12:00:00 AM,Conducibilità elettrica a 20°C,417,45.77284,13.40296,RW-Corsi dacqua
UD,Faedis,08/28/2012 12:00:00 AM,Temperatura acqua,18.8,46.15807,13.35563,RW-Corsi dacqua
UD,Forni di Sopra,02/23/2012 12:00:00 AM,Fosfati,0.015,46.42353,12.581,RW-Corsi dacqua
UD,Trasaghis,03/15/2017 12:00:00 AM,Fosfati,0.06,46.33162,13.0775,LW-Laghi e invasi
UD,Fiumicello,08/26/2010 12:00:00 AM,pH,8.3,45.77284,13.40296,RW-Corsi dacqua
PN,San Vito al Tagliamento,03/09/2017 12:00:00 AM,pH,7.9,45.92489,12.88389,RW-Corsi dacqua
UD,Tarvisio,07/31/2012 12:00:00 AM,Fosfati,0.153,46.48161,13.67274,LW-Laghi e invasi
PN,Barcis,11/22/2012 12:00:00 AM,Fosfati,0.153,46.18944,12.57321,LW-Laghi e invasi
PN,Pordenone,11/25/2015 12:00:00 AM,Fosfati,0.08,45.95123,12.65783,RW-Corsi dacqua
UD,Povoletto,03/16/2010 12:00:00 AM,Fosfati,0.015,46.17842,13.25956,RW-Corsi dacqua
UD,Porpetto,08/01/2013 12:00:00 AM,Fosfati,0.05,45.85437,13.1932,RW-Corsi dacqua
PN,Zoppola,02/26/2018 12:00:00 AM,pH,7.9,45.97919,12.76866,RW-Corsi dacqua
PN,Azzano Decimo,06/29/2015 12:00:00 AM,Conducibilità elettrica a 20°C,442,45.87163,12.71642,RW-Corsi dacqua
UD,Moggio Udinese,03/20/2019 12:00:00 AM,Conducibilità elettrica a 20°C,353,46.44513,13.19093,RW-Corsi dacqua
UD,Latisana,04/19/2012 12:00:00 AM,Temperatura acqua,14.6,45.77247,12.99656,RW-Corsi dacqua
UD,Tarvisio,09/14/2017 12:00:00 AM,Fosfati,0.061,46.42042,13.56553,LW-Laghi e invasi
PN,Pasiano di Pordenone,05/28/2012 12:00:00 AM,Temperatura acqua,20.4,45.84111,12.64093,RW-Corsi dacqua
PN,Casarsa della Delizia,11/27/2018 12:00:00 AM,Fosfati,0.05,45.94372,12.85556,RW-Corsi dacqua
UD,Ovaro,11/11/2009 12:00:00 AM,pH,8.3,46.51323,12.86407,RW-Corsi dacqua
UD,Moggio Udinese,09/05/2013 12:00:00 AM,Conducibilità elettrica a 20°C,387,46.44513,13.19093,RW-Corsi dacqua
UD,Resia,10/10/2008 12:00:00 AM,Fosfati,0.061,46.34848,13.38999,RW-Corsi dacqua
UD,Cavazzo Carnico,04/11/2007 12:00:00 AM,Temperatura acqua,10,46.37348,13.05836,RW-Corsi dacqua
UD,Amaro,09/16/2013 12:00:00 AM,Temperatura acqua,16.2,46.36316,13.09212,RW-Corsi dacqua
UD,Campoformido,04/23/2015 12:00:00 AM,pH,8.3,46.02822,13.20847,RW-Corsi dacqua
UD,Ovaro,04/07/2014 12:00:00 AM,pH,8.3,46.51188,12.84665,RW-Corsi dacqua
PN,Claut,10/03/2012 12:00:00 AM,Fosfati,0.05,46.34432,12.58625,RW-Corsi dacqua
UD,Arta Terme,08/18/2009 12:00:00 AM,pH,8.1,46.45995,13.03018,RW-Corsi dacqua
UD,Gemona del Friuli,09/25/2013 12:00:00 AM,Conducibilità elettrica a 20°C,408,46.25318,13.12426,RW-Corsi dacqua
UD,Povoletto,03/16/2010 12:00:00 AM,Conducibilità elettrica a 20°C,241,46.17842,13.25956,RW-Corsi dacqua
UD,Amaro,03/14/2007 12:00:00 AM,pH,7.5,46.37348,13.05836,RW-Corsi dacqua
UD,Attimis,04/29/2013 12:00:00 AM,pH,6.7,46.1948,13.32126,RW-Corsi dacqua
UD,Moimacco,03/04/2016 12:00:00 AM,pH,8.1,46.10822,13.36489,RW-Corsi dacqua
PN,Azzano Decimo,01/20/2010 12:00:00 AM,Temperatura acqua,10.3,45.82945,12.67557,RW-Corsi dacqua
PN,Prata di Pordenone,12/01/2015 12:00:00 AM,Fosfati,0.68,45.85273,12.5518,RW-Corsi dacqua
PN,Casarsa della Delizia,06/19/2013 12:00:00 AM,pH,7.9,45.94685,12.82307,RW-Corsi dacqua
TS,San Dorligo della Valle - Dolina,12/20/2011 12:00:00 AM,Conducibilità elettrica a 20°C,485,45.60726,13.82014,RW-Corsi dacqua
PN,Morsano al Tagliamento,09/26/2018 12:00:00 AM,Temperatura acqua,17.2,45.87881,12.96208,RW-Corsi dacqua
PN,Cordenons,08/21/2012 12:00:00 AM,pH,8.1,45.9737,12.72381,RW-Corsi dacqua
UD,Ragogna,04/17/2012 12:00:00 AM,pH,8.3,46.17663,13.00322,LW-Laghi e invasi
UD,San Daniele del Friuli,04/08/2019 12:00:00 AM,pH,8.1,46.15279,13.03446,RW-Corsi dacqua
UD,Cavazzo Carnico,12/22/2011 12:00:00 AM,pH,8.3,46.34395,13.07128,RW-Corsi dacqua
PN,Sesto al Reghena,07/04/2011 12:00:00 AM,Conducibilità elettrica a 20°C,486,45.87044,12.87056,RW-Corsi dacqua
PN,Montereale Valcellina,11/02/2015 12:00:00 AM,Conducibilità elettrica a 20°C,258,46.12807,12.63216,RW-Corsi dacqua
UD,Ragogna,06/15/2009 12:00:00 AM,Temperatura acqua,19.2,46.17658,12.95722,RW-Corsi dacqua
UD,Manzano,11/24/2016 12:00:00 AM,pH,8.3,45.98801,13.3483,RW-Corsi dacqua
TS,Duino-Aurisina,05/03/2007 12:00:00 AM,Fosfati,0.039,45.78741,13.59086,RW-Corsi dacqua
GO,Capriva del Friuli,01/30/2018 12:00:00 AM,Fosfati,0.05,45.9499,13.51675,RW-Corsi dacqua
PN,San Vito al Tagliamento,04/26/2010 12:00:00 AM,Conducibilità elettrica a 20°C,468,45.92489,12.88389,RW-Corsi dacqua
PN,Pasiano di Pordenone,10/17/2013 12:00:00 AM,Temperatura acqua,15.3,45.81916,12.58458,RW-Corsi dacqua
UD,Cividale del Friuli,09/18/2018 12:00:00 AM,pH,7.8,46.0554,13.46157,RW-Corsi dacqua
PN,Zoppola,07/23/2013 12:00:00 AM,Temperatura acqua,19.2,45.96505,12.73086,RW-Corsi dacqua
UD,Ampezzo,09/25/2014 12:00:00 AM,Temperatura acqua,12.9,46.44796,12.71886,LW-Laghi e invasi
